Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Local authority,Local authority_reference,Local authority_sort,Local authority_hierarchy,Period,Period_reference,Period_sort,Period_hierarchy,Tenure,Tenure_reference,Tenure_sort,Tenure_hierarchy,Notes
11,11,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2021,31/03/2021,1617235199000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (%),8,4,,
71,71,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2020,31/03/2020,1585699199000,,Owner occupied (%),9,7,,
10,10,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2020,31/03/2020,1585699199000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (%),8,4,,
71,71,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2019,31/03/2019,1554076799000,,Owner occupied (%),9,7,,
10,10,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2019,31/03/2019,1554076799000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (%),8,4,,
70,70,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2018,31/03/2018,1522540799000,,Owner occupied (%),9,7,,
11,11,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2018,31/03/2018,1522540799000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (%),8,4,,
70,70,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2017,31/03/2017,1491004799000,,Owner occupied (%),9,7,,
11,11,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2017,31/03/2017,1491004799000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (%),8,4,,
70,70,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2016,31/03/2016,1459468799000,,Owner occupied (%),9,7,,
11,11,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2016,31/03/2016,1459468799000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (%),8,4,,
69,69,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2015,31/03/2015,1427846399000,,Owner occupied (%),9,7,,
12,12,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2015,31/03/2015,1427846399000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2014,31/03/2014,1396310399000,,Registered Social Landlord (%),8,4,,
70,70,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2014,31/03/2014,1396310399000,,Owner occupied (%),9,7,,
11,11,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2014,31/03/2014,1396310399000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2013,31/03/2013,1364774399000,,Registered Social Landlord (%),8,4,,
70,70,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2013,31/03/2013,1364774399000,,Owner occupied (%),9,7,,
10,10,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2013,31/03/2013,1364774399000,,Privately rented (%),10,9,,
19,19,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2012,31/03/2012,1333238399000,,Registered Social Landlord (%),8,4,,
71,71,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2012,31/03/2012,1333238399000,,Owner occupied (%),9,7,,
10,10,Dwelling stock estimates percentages,2,2,,Neath Port Talbot,W06000012,13,WXX000002,31/03/2012,31/03/2012,1333238399000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (%),8,4,,
73,73,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2024,31/03/2024,1711929599000,,Owner occupied (%),9,7,,Provisional
13,13,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2024,31/03/2024,1711929599000,,Privately rented (%),10,9,,Provisional
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (%),8,4,,
73,73,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2023,31/03/2023,1680307199000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2023,31/03/2023,1680307199000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2022,31/03/2022,1648771199000,,Registered Social Landlord (%),8,4,,
75,75,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2022,31/03/2022,1648771199000,,Owner occupied (%),9,7,,
11,11,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2022,31/03/2022,1648771199000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (%),8,4,,
75,75,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2021,31/03/2021,1617235199000,,Owner occupied (%),9,7,,
12,12,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2021,31/03/2021,1617235199000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2020,31/03/2020,1585699199000,,Owner occupied (%),9,7,,
12,12,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2020,31/03/2020,1585699199000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2019,31/03/2019,1554076799000,,Owner occupied (%),9,7,,
12,12,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2019,31/03/2019,1554076799000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2018,31/03/2018,1522540799000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2018,31/03/2018,1522540799000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (%),8,4,,
73,73,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2017,31/03/2017,1491004799000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2017,31/03/2017,1491004799000,,Privately rented (%),10,9,,
13,13,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (%),8,4,,
72,72,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2016,31/03/2016,1459468799000,,Owner occupied (%),9,7,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2016,31/03/2016,1459468799000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (%),8,4,,
71,71,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2015,31/03/2015,1427846399000,,Owner occupied (%),9,7,,
15,15,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2015,31/03/2015,1427846399000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2014,31/03/2014,1396310399000,,Registered Social Landlord (%),8,4,,
71,71,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2014,31/03/2014,1396310399000,,Owner occupied (%),9,7,,
16,16,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2014,31/03/2014,1396310399000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2013,31/03/2013,1364774399000,,Registered Social Landlord (%),8,4,,
72,72,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2013,31/03/2013,1364774399000,,Owner occupied (%),9,7,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2013,31/03/2013,1364774399000,,Privately rented (%),10,9,,
14,14,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2012,31/03/2012,1333238399000,,Registered Social Landlord (%),8,4,,
73,73,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2012,31/03/2012,1333238399000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Bridgend,W06000013,14,WXX000003,31/03/2012,31/03/2012,1333238399000,,Privately rented (%),10,9,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2024,31/03/2024,1711929599000,,Local Authority (%),7,2,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2024,31/03/2024,1711929599000,,Owner occupied (%),9,7,,Provisional
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2024,31/03/2024,1711929599000,,Privately rented (%),10,9,,Provisional
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2023,31/03/2023,1680307199000,,Local Authority (%),7,2,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2023,31/03/2023,1680307199000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2023,31/03/2023,1680307199000,,Privately rented (%),10,9,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2022,31/03/2022,1648771199000,,Local Authority (%),7,2,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2022,31/03/2022,1648771199000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2022,31/03/2022,1648771199000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2022,31/03/2022,1648771199000,,Privately rented (%),10,9,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2021,31/03/2021,1617235199000,,Local Authority (%),7,2,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2021,31/03/2021,1617235199000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2021,31/03/2021,1617235199000,,Privately rented (%),10,9,,
6,6,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2020,31/03/2020,1585699199000,,Local Authority (%),7,2,,
5,5,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (%),8,4,,
75,75,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2020,31/03/2020,1585699199000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2020,31/03/2020,1585699199000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2019,31/03/2019,1554076799000,,Local Authority (%),7,2,,
5,5,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (%),8,4,,
75,75,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2019,31/03/2019,1554076799000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2019,31/03/2019,1554076799000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2018,31/03/2018,1522540799000,,Local Authority (%),7,2,,
5,5,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (%),8,4,,
76,76,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2018,31/03/2018,1522540799000,,Owner occupied (%),9,7,,
12,12,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2018,31/03/2018,1522540799000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2017,31/03/2017,1491004799000,,Local Authority (%),7,2,,
5,5,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (%),8,4,,
77,77,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2017,31/03/2017,1491004799000,,Owner occupied (%),9,7,,
12,12,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2017,31/03/2017,1491004799000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2016,31/03/2016,1459468799000,,Local Authority (%),7,2,,
5,5,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (%),8,4,,
76,76,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2016,31/03/2016,1459468799000,,Owner occupied (%),9,7,,
13,13,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2016,31/03/2016,1459468799000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2015,31/03/2015,1427846399000,,Local Authority (%),7,2,,
5,5,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2015,31/03/2015,1427846399000,,Owner occupied (%),9,7,,
14,14,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2015,31/03/2015,1427846399000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2014,31/03/2014,1396310399000,,Local Authority (%),7,2,,
4,4,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2014,31/03/2014,1396310399000,,Registered Social Landlord (%),8,4,,
74,74,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2014,31/03/2014,1396310399000,,Owner occupied (%),9,7,,
15,15,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2014,31/03/2014,1396310399000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2013,31/03/2013,1364774399000,,Local Authority (%),7,2,,
4,4,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2013,31/03/2013,1364774399000,,Registered Social Landlord (%),8,4,,
75,75,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2013,31/03/2013,1364774399000,,Owner occupied (%),9,7,,
14,14,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2013,31/03/2013,1364774399000,,Privately rented (%),10,9,,
7,7,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2012,31/03/2012,1333238399000,,Local Authority (%),7,2,,
4,4,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2012,31/03/2012,1333238399000,,Registered Social Landlord (%),8,4,,
75,75,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2012,31/03/2012,1333238399000,,Owner occupied (%),9,7,,
14,14,Dwelling stock estimates percentages,2,2,,Vale of Glamorgan,W06000014,15,WXX000003,31/03/2012,31/03/2012,1333238399000,,Privately rented (%),10,9,,
9,9,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2024,31/03/2024,1711929599000,,Local Authority (%),7,2,,
8,8,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (%),8,4,,
63,63,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2024,31/03/2024,1711929599000,,Owner occupied (%),9,7,,Provisional
20,20,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2024,31/03/2024,1711929599000,,Privately rented (%),10,9,,Provisional
9,9,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2023,31/03/2023,1680307199000,,Local Authority (%),7,2,,
8,8,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (%),8,4,,
63,63,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2023,31/03/2023,1680307199000,,Owner occupied (%),9,7,,
20,20,Dwelling stock estimates percentages,2,2,,Cardiff,W06000015,16,WXX000003,31/03/2023,31/03/2023,1680307199000,,Privately rented (%),10,9,,
